Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Month Name,Cost
8/22/2024,Camera,Electronics,East,7,1540,342.93,August,1197.07
6/28/2022,Camera,Electronics,West,2,1414,308.39,June,1105.61
4/26/2023,Camera,Electronics,West,8,8328,466.38,April,7861.62
8/29/2023,Camera,Electronics,North,2,744,217.21,August,526.79
1/2/2023,Mouse,Accessories,South,9,1773,168.01,January,1604.99
8/11/2023,Smartphone,Electronics,East,7,6034,1018.37,August,5015.63
6/22/2023,Smartphone,Electronics,South,9,756,99.21,June,656.79
7/27/2024,Monitor,Accessories,East,8,2256,468.52,July,1787.48
11/30/2023,Monitor,Accessories,North,7,875,203.63,November,671.37
11/26/2024,Headphones,Accessories,South,4,1208,115.13,November,1092.87
8/15/2023,Headphones,Accessories,South,2,352,54.19,August,297.81
2/23/2023,Printer,Office,West,6,4266,357.51,February,3908.49
3/26/2022,Tablet,Electronics,North,7,1841,496.89,March,1344.11
7/27/2024,Camera,Electronics,East,1,712,89.5,July,622.5
3/23/2024,Printer,Office,West,2,724,72.19,March,651.81
12/9/2024,Smartphone,Electronics,West,8,5832,662.72,December,5169.28
6/17/2023,Keyboard,Accessories,South,6,4188,989.14,June,3198.86
9/21/2023,Tablet,Electronics,West,1,392,50.7,September,341.3
5/14/2022,Laptop,Electronics,East,9,963,49.71,May,913.29
4/13/2024,Camera,Electronics,West,6,5706,319.46,April,5386.54
6/11/2024,Headphones,Accessories,West,7,1365,312.04,June,1052.96
5/23/2023,Headphones,Accessories,South,1,202,11.24,May,190.76
12/24/2023,Smartphone,Electronics,North,9,2430,613.67,December,1816.33
4/26/2023,Monitor,Accessories,South,3,2670,515.39,April,2154.61
1/21/2022,Tablet,Electronics,South,7,2758,520.66,January,2237.34
10/14/2022,Monitor,Accessories,South,9,873,82.35,October,790.65
8/23/2023,Smartwatch,Electronics,West,9,7245,1410.92,August,5834.08
9/13/2023,Camera,Electronics,North,4,960,255.24,September,704.76
12/28/2024,Smartwatch,Electronics,East,4,1284,171.02,December,1112.98
6/9/2023,Mouse,Accessories,West,4,512,110.47,June,401.53
7/10/2022,Smartwatch,Electronics,South,9,9729,2039.41,July,7689.59
1/11/2023,Camera,Electronics,North,5,1580,166.16,January,1413.84
7/26/2023,Mouse,Accessories,East,8,976,234.24,July,741.76
1/5/2024,Printer,Office,North,8,1824,495.35,January,1328.65
5/8/2023,Smartphone,Electronics,South,4,3188,202.81,May,2985.19
11/29/2023,Camera,Electronics,East,7,5467,556.02,November,4910.98
9/5/2024,Smartphone,Electronics,South,6,5406,1277.46,September,4128.54
8/8/2024,Headphones,Accessories,East,8,2984,742.31,August,2241.69
4/12/2023,Printer,Office,North,1,919,193.35,April,725.65
8/18/2023,Camera,Electronics,South,6,1686,426.72,August,1259.28
6/2/2023,Laptop,Electronics,West,7,4165,493.24,June,3671.76
11/17/2023,Smartphone,Electronics,West,7,1281,282.63,November,998.37
6/17/2024,Smartwatch,Electronics,East,3,2829,362.16,June,2466.84
4/6/2024,Monitor,Accessories,West,3,2211,292.31,April,1918.69
12/18/2024,Headphones,Accessories,East,4,4740,607.81,December,4132.19
12/9/2023,Camera,Electronics,East,1,718,169.09,December,548.91
10/10/2022,Headphones,Accessories,North,6,1716,108.81,October,1607.19
4/22/2024,Monitor,Accessories,South,7,1547,152.59,April,1394.41
6/14/2022,Mouse,Accessories,North,1,739,111.18,June,627.82
9/3/2023,Laptop,Electronics,West,3,819,231.88,September,587.12
12/19/2023,Laptop,Electronics,South,8,5696,1156.3,December,4539.7
1/22/2023,Monitor,Accessories,South,2,1706,184.71,January,1521.29
1/23/2024,Camera,Electronics,North,2,2066,608.23,January,1457.77
6/7/2024,Laptop,Electronics,North,2,256,35.66,June,220.34
2/4/2024,Smartphone,Electronics,North,2,1102,182.54,February,919.46
8/31/2024,Monitor,Accessories,North,8,2872,483.94,August,2388.06
11/11/2024,Tablet,Electronics,East,4,2584,394.52,November,2189.48
7/27/2024,Mouse,Accessories,North,2,1366,298.32,July,1067.68
5/11/2024,Smartwatch,Electronics,South,7,1253,354.23,May,898.77
3/24/2023,Laptop,Electronics,West,7,2618,300.81,March,2317.19
9/22/2022,Headphones,Accessories,East,9,6822,1811.37,September,5010.63
11/5/2023,Keyboard,Accessories,East,6,5286,636.16,November,4649.84
6/13/2024,Monitor,Accessories,North,1,579,133.57,June,445.43
2/28/2022,Laptop,Electronics,West,8,1392,190.99,February,1201.01
11/14/2022,Laptop,Electronics,West,9,2493,696.69,November,1796.31
9/17/2023,Smartphone,Electronics,North,7,6461,766.45,September,5694.55
8/17/2022,Tablet,Electronics,East,2,1486,201.07,August,1284.93
5/14/2023,Printer,Office,South,1,1152,280.28,May,871.72
3/12/2022,Smartwatch,Electronics,West,2,1750,103.99,March,1646.01
7/12/2022,Smartphone,Electronics,West,7,4417,495.37,July,3921.63
7/5/2024,Laptop,Electronics,South,4,3724,276.85,July,3447.15
6/16/2023,Camera,Electronics,West,3,2220,121.14,June,2098.86
6/20/2023,Monitor,Accessories,West,8,9104,2620.58,June,6483.42
8/8/2024,Printer,Office,West,3,3093,584.23,August,2508.77
3/1/2023,Headphones,Accessories,South,6,3048,842.24,March,2205.76
5/2/2022,Smartphone,Electronics,North,1,161,36.58,May,124.42
7/23/2023,Monitor,Accessories,West,7,7238,1889.69,July,5348.31
3/30/2024,Smartphone,Electronics,North,3,3561,347.31,March,3213.69
8/7/2022,Monitor,Accessories,North,5,1850,534.39,August,1315.61
3/6/2022,Mouse,Accessories,West,6,3522,626.72,March,2895.28
11/24/2023,Smartwatch,Electronics,East,1,584,172.4,November,411.6
8/31/2023,Smartphone,Electronics,East,4,2556,412.44,August,2143.56
10/14/2023,Smartphone,Electronics,South,2,348,56.31,October,291.69
5/16/2023,Monitor,Accessories,South,9,1602,142.49,May,1459.51
6/19/2023,Monitor,Accessories,South,3,2853,437.59,June,2415.41
7/21/2023,Printer,Office,West,1,1024,230.3,July,793.7
3/20/2022,Camera,Electronics,East,5,4485,1324.49,March,3160.51
8/6/2023,Printer,Office,East,2,436,79.69,August,356.31
10/21/2024,Smartwatch,Electronics,North,2,2232,150.12,October,2081.88
8/14/2022,Keyboard,Accessories,South,6,7056,1445.01,August,5610.99
3/15/2022,Keyboard,Accessories,East,5,875,96.65,March,778.35
2/1/2022,Smartwatch,Electronics,East,3,315,61.94,February,253.06
4/24/2022,Laptop,Electronics,East,2,358,51.75,April,306.25
3/23/2023,Camera,Electronics,South,7,3451,194.42,March,3256.58
2/10/2022,Laptop,Electronics,North,9,1350,189.13,February,1160.87
10/19/2023,Tablet,Electronics,West,8,3320,413.32,October,2906.68
9/10/2024,Mouse,Accessories,North,9,8442,940.33,September,7501.67
6/17/2022,Keyboard,Accessories,South,1,166,31.97,June,134.03
8/9/2023,Mouse,Accessories,North,5,3720,448.6,August,3271.4
7/11/2023,Laptop,Electronics,South,2,1090,136.65,July,953.35
1/5/2024,Laptop,Electronics,West,9,9783,2347.49,January,7435.51
9/22/2022,Smartphone,Electronics,North,4,2432,657.18,September,1774.82
6/22/2023,Mouse,Accessories,North,7,4060,291.42,June,3768.58
3/26/2023,Smartwatch,Electronics,North,1,387,99.59,March,287.41
8/11/2023,Smartwatch,Electronics,North,3,966,120.56,August,845.44
5/17/2024,Tablet,Electronics,North,3,3366,882.29,May,2483.71
6/30/2024,Monitor,Accessories,West,7,7833,1843.94,June,5989.06
4/9/2023,Monitor,Accessories,West,1,610,33.55,April,576.45
5/28/2022,Smartwatch,Electronics,West,8,4288,597.09,May,3690.91
7/18/2022,Printer,Office,North,9,7740,605.35,July,7134.65
8/20/2024,Smartwatch,Electronics,West,9,3150,457.13,August,2692.87
12/31/2023,Keyboard,Accessories,West,2,894,224.75,December,669.25
10/9/2022,Laptop,Electronics,North,8,7544,1219.73,October,6324.27
3/1/2024,Keyboard,Accessories,North,8,6360,1871.88,March,4488.12
3/19/2022,Smartphone,Electronics,West,4,2428,485.75,March,1942.25
10/5/2022,Headphones,Accessories,South,2,574,38.52,October,535.48
4/25/2023,Keyboard,Accessories,West,6,6744,660.47,April,6083.53
9/11/2023,Headphones,Accessories,North,6,798,213.4,September,584.6
1/13/2023,Printer,Office,North,5,2860,339,January,2521
4/3/2022,Printer,Office,South,5,5410,1129.77,April,4280.23
2/26/2023,Laptop,Electronics,West,5,4445,580.15,February,3864.85
11/3/2024,Smartwatch,Electronics,South,8,7536,1197.09,November,6338.91
9/26/2023,Monitor,Accessories,North,7,4165,263.26,September,3901.74
2/19/2024,Laptop,Electronics,East,3,3021,763.99,February,2257.01
4/29/2024,Keyboard,Accessories,North,2,310,70.66,April,239.34
5/15/2024,Headphones,Accessories,South,2,2170,522,May,1648
10/22/2024,Tablet,Electronics,West,3,2832,317.76,October,2514.24
7/31/2022,Smartwatch,Electronics,West,5,3945,392.09,July,3552.91
9/10/2022,Tablet,Electronics,South,4,2104,308,September,1796
8/24/2022,Monitor,Accessories,South,2,2060,517.64,August,1542.36
6/23/2024,Printer,Office,North,4,1060,155.78,June,904.22
1/13/2023,Smartwatch,Electronics,South,6,810,108.61,January,701.39
9/23/2022,Laptop,Electronics,West,3,873,57.42,September,815.58
2/8/2022,Tablet,Electronics,West,5,595,121.11,February,473.89
12/18/2022,Laptop,Electronics,West,2,1562,119.56,December,1442.44
1/25/2022,Smartwatch,Electronics,East,9,5337,1575.99,January,3761.01
12/9/2022,Printer,Office,North,2,212,13.4,December,198.6
6/14/2023,Printer,Office,East,8,2704,705.74,June,1998.26
5/31/2024,Laptop,Electronics,North,5,3225,523.32,May,2701.68
8/7/2023,Monitor,Accessories,North,2,1342,184.59,August,1157.41
7/13/2022,Mouse,Accessories,South,7,3395,1012.78,July,2382.22
12/1/2024,Smartwatch,Electronics,East,4,3968,480.72,December,3487.28
4/12/2024,Smartphone,Electronics,West,5,4555,776.65,April,3778.35
2/26/2022,Tablet,Electronics,West,2,2132,365.44,February,1766.56
3/31/2022,Mouse,Accessories,West,6,6516,842.83,March,5673.17
8/17/2023,Smartwatch,Electronics,North,2,2040,481.15,August,1558.85
9/23/2024,Mouse,Accessories,East,6,6126,428.38,September,5697.62
9/11/2022,Smartwatch,Electronics,West,8,520,30.58,September,489.42
1/1/2023,Camera,Electronics,South,5,4470,526.96,January,3943.04
7/12/2024,Smartwatch,Electronics,West,8,5504,1196.78,July,4307.22
1/11/2022,Headphones,Accessories,West,4,3036,511.69,January,2524.31
10/5/2024,Smartwatch,Electronics,East,5,2725,308.29,October,2416.71
9/16/2024,Printer,Office,North,8,4080,336.96,September,3743.04
5/23/2024,Keyboard,Accessories,North,8,3080,776.6,May,2303.4
6/8/2023,Smartwatch,Electronics,North,5,1525,413.75,June,1111.25
7/16/2022,Monitor,Accessories,South,4,1332,342.85,July,989.15
7/24/2023,Smartphone,Electronics,South,7,4669,803.21,July,3865.79
3/12/2022,Smartwatch,Electronics,West,6,5310,1099.84,March,4210.16
1/12/2023,Camera,Electronics,East,8,9392,2651.84,January,6740.16
11/3/2022,Monitor,Accessories,South,5,1350,198.19,November,1151.81
3/14/2024,Monitor,Accessories,North,4,3648,768.61,March,2879.39
7/27/2023,Printer,Office,North,2,300,47.59,July,252.41
8/14/2022,Smartphone,Electronics,North,3,3408,727.26,August,2680.74
11/17/2024,Keyboard,Accessories,South,9,4302,475.96,November,3826.04
5/13/2024,Keyboard,Accessories,South,5,4575,771.24,May,3803.76
10/21/2022,Laptop,Electronics,East,8,9304,1855.7,October,7448.3
4/15/2024,Monitor,Accessories,East,4,1928,232.48,April,1695.52
1/17/2023,Printer,Office,East,2,1042,86.24,January,955.76
11/28/2023,Tablet,Electronics,East,3,2214,507.7,November,1706.3
5/3/2024,Keyboard,Accessories,South,4,3024,678.26,May,2345.74
8/11/2023,Camera,Electronics,East,2,1104,173.01,August,930.99
7/26/2022,Mouse,Accessories,East,8,6056,1631.71,July,4424.29
2/7/2023,Mouse,Accessories,South,5,5295,1375.98,February,3919.02
1/19/2022,Smartphone,Electronics,North,4,3668,839.4,January,2828.6
6/30/2023,Printer,Office,South,9,4293,295.47,June,3997.53
8/19/2022,Mouse,Accessories,North,7,5789,950.45,August,4838.55
8/27/2023,Smartwatch,Electronics,North,6,4440,800.92,August,3639.08
3/10/2022,Printer,Office,South,5,5515,330.02,March,5184.98
10/12/2024,Camera,Electronics,North,4,784,192.77,October,591.23
6/15/2024,Laptop,Electronics,East,4,576,156.59,June,419.41
9/9/2024,Smartwatch,Electronics,West,5,705,198.62,September,506.38
9/24/2023,Keyboard,Accessories,North,6,4458,1215.3,September,3242.7
8/25/2022,Smartphone,Electronics,East,6,6780,811.92,August,5968.08
10/1/2023,Smartwatch,Electronics,North,5,3970,642.7,October,3327.3
1/8/2023,Monitor,Accessories,North,7,5131,368.11,January,4762.89
10/2/2022,Laptop,Electronics,East,7,1750,90.21,October,1659.79
2/11/2022,Tablet,Electronics,East,7,8337,753.35,February,7583.65
9/15/2022,Keyboard,Accessories,East,9,9810,549.46,September,9260.54
1/28/2024,Keyboard,Accessories,East,3,2658,794.36,January,1863.64
7/23/2022,Printer,Office,West,1,473,43.65,July,429.35
1/14/2022,Tablet,Electronics,North,9,2205,410.01,January,1794.99
6/13/2023,Smartphone,Electronics,South,9,6948,1409.3,June,5538.7
9/9/2022,Tablet,Electronics,North,3,774,212.02,September,561.98
12/26/2023,Tablet,Electronics,North,3,2532,343.13,December,2188.87
11/16/2024,Laptop,Electronics,West,7,6587,1173.91,November,5413.09
4/1/2024,Smartphone,Electronics,East,7,7266,806.79,April,6459.21
11/27/2024,Smartphone,Electronics,East,7,6867,502.06,November,6364.94
7/1/2023,Camera,Electronics,South,9,4887,396.36,July,4490.64
2/13/2023,Mouse,Accessories,West,4,864,251.99,February,612.01
11/9/2023,Smartphone,Electronics,East,6,5190,1215.07,November,3974.93
5/20/2022,Keyboard,Accessories,South,8,2128,294.45,May,1833.55
6/26/2024,Mouse,Accessories,East,2,1718,218.82,June,1499.18
5/2/2022,Smartphone,Electronics,North,2,1270,229.39,May,1040.61
5/18/2023,Keyboard,Accessories,East,7,2569,130.19,May,2438.81
2/14/2022,Printer,Office,South,2,1518,262.65,February,1255.35
11/22/2022,Headphones,Accessories,South,2,1210,268.37,November,941.63
3/15/2022,Mouse,Accessories,East,2,1128,94.13,March,1033.87
8/23/2023,Headphones,Accessories,North,1,1077,77.97,August,999.03
12/18/2023,Keyboard,Accessories,East,6,2244,517.47,December,1726.53
9/16/2022,Mouse,Accessories,West,8,1608,464.18,September,1143.82
12/15/2024,Camera,Electronics,West,5,3685,476.2,December,3208.8
4/25/2024,Camera,Electronics,North,8,4080,1079.49,April,3000.51
2/9/2024,Monitor,Accessories,North,1,404,84.4,February,319.6
4/19/2023,Keyboard,Accessories,South,2,1738,163.38,April,1574.62
1/31/2023,Printer,Office,West,3,828,210.33,January,617.67
11/24/2023,Mouse,Accessories,North,4,4344,461.72,November,3882.28
10/2/2023,Tablet,Electronics,North,1,1130,268.88,October,861.12
4/18/2024,Headphones,Accessories,North,3,1698,304.91,April,1393.09
6/27/2023,Tablet,Electronics,East,4,844,136.02,June,707.98
2/20/2023,Printer,Office,West,2,2286,218.18,February,2067.82
12/12/2023,Camera,Electronics,East,2,1026,170.31,December,855.69
10/4/2023,Laptop,Electronics,West,6,6984,1433.65,October,5550.35
2/18/2022,Monitor,Accessories,West,4,1672,432.35,February,1239.65
1/8/2023,Laptop,Electronics,North,6,1092,63.98,January,1028.02
4/1/2024,Headphones,Accessories,South,2,272,24.71,April,247.29
11/12/2023,Headphones,Accessories,West,2,1126,204.99,November,921.01
10/22/2023,Mouse,Accessories,West,7,8155,2177.38,October,5977.62
3/29/2023,Smartwatch,Electronics,East,7,4298,358.38,March,3939.62
12/17/2022,Smartphone,Electronics,East,5,1365,310.66,December,1054.34
11/28/2024,Camera,Electronics,West,6,4116,381.35,November,3734.65
4/7/2022,Headphones,Accessories,South,8,904,181.45,April,722.55
12/5/2024,Smartwatch,Electronics,South,1,70,10.64,December,59.36
9/3/2023,Keyboard,Accessories,East,2,344,72.87,September,271.13
8/19/2023,Printer,Office,East,1,330,78.52,August,251.48
8/17/2024,Headphones,Accessories,South,2,518,34.22,August,483.78
8/18/2022,Mouse,Accessories,North,9,2763,458.4,August,2304.6
3/26/2022,Smartwatch,Electronics,North,2,2298,343.53,March,1954.47
10/2/2024,Monitor,Accessories,South,1,436,73.89,October,362.11
9/28/2022,Mouse,Accessories,East,6,1824,213.47,September,1610.53
5/12/2024,Laptop,Electronics,North,5,1540,411.83,May,1128.17
3/14/2023,Tablet,Electronics,East,7,5572,385.82,March,5186.18
9/21/2023,Monitor,Accessories,East,6,3030,335.71,September,2694.29
5/2/2024,Monitor,Accessories,West,5,1245,345.84,May,899.16
1/31/2022,Tablet,Electronics,South,4,1252,326.69,January,925.31
6/4/2024,Camera,Electronics,North,9,4959,479.28,June,4479.72
2/16/2023,Monitor,Accessories,West,7,8162,443.81,February,7718.19
5/26/2023,Monitor,Accessories,East,5,1370,253.92,May,1116.08
12/28/2023,Tablet,Electronics,North,3,3111,607.23,December,2503.77
10/10/2022,Mouse,Accessories,South,7,7805,1078.03,October,6726.97
4/21/2024,Smartphone,Electronics,South,9,10314,2729.6,April,7584.4
9/29/2023,Keyboard,Accessories,South,9,10782,2730.14,September,8051.86
10/22/2024,Monitor,Accessories,West,5,4375,987.96,October,3387.04
7/31/2023,Monitor,Accessories,North,5,2265,595.05,July,1669.95
4/15/2022,Laptop,Electronics,East,1,166,9.69,April,156.31
4/24/2024,Headphones,Accessories,North,7,7217,1481.7,April,5735.3
1/16/2022,Tablet,Electronics,East,3,1767,186.54,January,1580.46
12/6/2023,Laptop,Electronics,East,3,2883,557.81,December,2325.19
9/4/2024,Smartwatch,Electronics,South,3,1338,396.08,September,941.92
8/24/2024,Printer,Office,East,9,9459,604.06,August,8854.94
6/10/2022,Printer,Office,North,3,168,45.31,June,122.69
10/3/2022,Smartphone,Electronics,South,9,4536,479.78,October,4056.22
2/25/2022,Mouse,Accessories,East,4,4404,793.7,February,3610.3
8/18/2023,Monitor,Accessories,North,4,1952,148.67,August,1803.33
12/23/2022,Mouse,Accessories,North,3,2004,467.76,December,1536.24
6/30/2022,Keyboard,Accessories,South,4,468,131.48,June,336.52
11/10/2024,Smartphone,Electronics,West,9,8667,1597.49,November,7069.51
2/24/2024,Printer,Office,West,7,6097,567.32,February,5529.68
4/11/2022,Headphones,Accessories,South,9,4752,1415.65,April,3336.35
5/10/2023,Keyboard,Accessories,East,1,1172,124.9,May,1047.1
5/20/2022,Keyboard,Accessories,North,2,1608,170.29,May,1437.71
5/21/2023,Printer,Office,South,7,7595,969.07,May,6625.93
7/17/2024,Smartwatch,Electronics,West,1,1142,306.84,July,835.16
11/18/2024,Keyboard,Accessories,North,2,116,13.67,November,102.33
6/6/2022,Smartphone,Electronics,East,9,3951,908.13,June,3042.87
12/21/2023,Keyboard,Accessories,East,2,1606,138.96,December,1467.04
11/16/2022,Headphones,Accessories,South,3,2025,403,November,1622
7/24/2023,Smartwatch,Electronics,West,2,2006,235.52,July,1770.48
6/5/2024,Camera,Electronics,South,9,9423,652.06,June,8770.94
8/24/2022,Laptop,Electronics,North,4,2276,399.94,August,1876.06
8/22/2022,Monitor,Accessories,West,5,4880,664.06,August,4215.94
11/18/2024,Laptop,Electronics,East,3,1773,183.15,November,1589.85
1/21/2023,Smartwatch,Electronics,South,9,2718,195.97,January,2522.03
11/7/2022,Headphones,Accessories,East,4,3168,939.45,November,2228.55
1/31/2022,Camera,Electronics,West,2,1716,368.06,January,1347.94
2/7/2024,Smartphone,Electronics,West,2,214,14.08,February,199.92
6/4/2024,Camera,Electronics,East,2,2092,366.12,June,1725.88
3/21/2024,Headphones,Accessories,West,3,225,46.96,March,178.04
3/26/2023,Smartwatch,Electronics,East,1,859,217.67,March,641.33
4/10/2022,Printer,Office,West,2,2070,183.41,April,1886.59
6/10/2024,Keyboard,Accessories,South,6,3240,758.19,June,2481.81
10/8/2022,Tablet,Electronics,East,2,1748,506.52,October,1241.48
7/6/2023,Mouse,Accessories,West,8,2080,108.48,July,1971.52
6/18/2022,Smartwatch,Electronics,North,3,2193,521.14,June,1671.86
6/8/2023,Headphones,Accessories,West,5,2080,614.77,June,1465.23
5/13/2022,Mouse,Accessories,South,5,5070,986.39,May,4083.61
3/8/2024,Laptop,Electronics,South,7,469,47.4,March,421.6
10/8/2023,Printer,Office,South,1,802,153.55,October,648.45
12/31/2024,Smartphone,Electronics,West,6,930,213.6,December,716.4
3/11/2022,Smartwatch,Electronics,South,1,495,55.17,March,439.83
8/1/2024,Monitor,Accessories,East,6,4938,847.89,August,4090.11
8/21/2022,Tablet,Electronics,South,2,1300,267.46,August,1032.54
12/11/2024,Mouse,Accessories,South,7,2100,131.67,December,1968.33
3/13/2024,Camera,Electronics,South,2,2248,636.52,March,1611.48
12/5/2023,Headphones,Accessories,North,8,7096,991.23,December,6104.77
5/13/2022,Headphones,Accessories,East,3,1992,252.21,May,1739.79
1/29/2022,Camera,Electronics,South,4,4056,1189.26,January,2866.74
12/22/2022,Camera,Electronics,East,2,1986,208.88,December,1777.12
4/7/2024,Printer,Office,East,3,1635,196.73,April,1438.27
3/5/2022,Smartwatch,Electronics,East,9,3132,443.27,March,2688.73
5/21/2023,Smartphone,Electronics,South,8,7064,1554.52,May,5509.48
3/16/2024,Camera,Electronics,East,1,907,249.2,March,657.8
1/14/2023,Mouse,Accessories,South,9,7938,1191.41,January,6746.59
11/11/2023,Printer,Office,South,4,4360,1207.46,November,3152.54
8/19/2024,Keyboard,Accessories,West,3,375,95.04,August,279.96
9/24/2022,Monitor,Accessories,North,7,826,101.01,September,724.99
11/4/2023,Headphones,Accessories,East,1,1011,186.42,November,824.58
9/9/2023,Mouse,Accessories,East,3,807,148.58,September,658.42
12/17/2024,Headphones,Accessories,North,2,1840,367.7,December,1472.3
2/7/2022,Keyboard,Accessories,West,5,4550,1039.34,February,3510.66
1/7/2024,Smartphone,Electronics,North,9,8793,901.7,January,7891.3
7/9/2024,Headphones,Accessories,North,5,310,32.01,July,277.99
11/28/2023,Headphones,Accessories,East,3,1143,275.04,November,867.96
3/10/2022,Monitor,Accessories,West,3,2610,740.21,March,1869.79
7/31/2022,Tablet,Electronics,West,6,1494,269.25,July,1224.75
7/5/2023,Smartphone,Electronics,North,4,1524,189.32,July,1334.68
11/21/2023,Tablet,Electronics,North,9,9441,2171.42,November,7269.58
6/18/2022,Smartphone,Electronics,South,4,3520,417.26,June,3102.74
3/29/2023,Tablet,Electronics,West,2,390,103.99,March,286.01
1/27/2024,Printer,Office,South,3,3219,255.09,January,2963.91
9/29/2024,Laptop,Electronics,North,1,450,75.89,September,374.11
8/12/2023,Smartwatch,Electronics,South,4,828,216.98,August,611.02
1/17/2022,Printer,Office,East,1,1146,152.79,January,993.21
7/9/2024,Monitor,Accessories,West,3,1986,361.33,July,1624.67
3/21/2023,Smartwatch,Electronics,North,8,7264,1776.83,March,5487.17
6/8/2023,Laptop,Electronics,East,7,7469,915.63,June,6553.37
3/19/2024,Laptop,Electronics,South,5,1385,165.55,March,1219.45
3/13/2023,Tablet,Electronics,North,4,4556,315.07,March,4240.93
2/8/2024,Monitor,Accessories,North,3,456,61.42,February,394.58
11/15/2024,Monitor,Accessories,North,2,1984,125.13,November,1858.87
9/17/2024,Smartwatch,Electronics,North,6,5178,1321.58,September,3856.42
5/11/2023,Smartwatch,Electronics,West,1,281,30.51,May,250.49
11/26/2024,Monitor,Accessories,South,9,3033,177.92,November,2855.08
3/27/2022,Camera,Electronics,East,3,1107,65.88,March,1041.12
4/10/2022,Mouse,Accessories,South,3,1446,356.7,April,1089.3
7/27/2024,Printer,Office,North,3,1335,263.04,July,1071.96
1/23/2023,Mouse,Accessories,South,2,266,20.11,January,245.89
4/22/2024,Smartphone,Electronics,West,6,648,162.3,April,485.7
3/15/2023,Tablet,Electronics,South,2,344,80.87,March,263.13
5/25/2024,Smartphone,Electronics,West,6,5724,1640.19,May,4083.81
3/16/2022,Headphones,Accessories,East,5,4920,323.38,March,4596.62
1/7/2023,Camera,Electronics,West,5,5440,457.04,January,4982.96
4/25/2024,Smartphone,Electronics,West,7,7994,908.65,April,7085.35
10/23/2023,Camera,Electronics,South,9,3780,724.36,October,3055.64
5/27/2023,Smartphone,Electronics,North,1,1017,209.97,May,807.03
1/31/2023,Smartphone,Electronics,West,6,1578,82.85,January,1495.15
10/9/2023,Smartphone,Electronics,South,2,912,161.37,October,750.63
4/29/2024,Laptop,Electronics,West,6,2520,182.59,April,2337.41
12/6/2024,Mouse,Accessories,East,8,2632,262.55,December,2369.45
7/10/2023,Monitor,Accessories,West,6,6582,729.68,July,5852.32
1/16/2024,Camera,Electronics,East,8,3432,172.69,January,3259.31
9/10/2023,Keyboard,Accessories,South,2,1030,254.65,September,775.35
10/13/2022,Mouse,Accessories,West,8,1192,289.91,October,902.09
7/24/2024,Printer,Office,West,9,7083,994.47,July,6088.53
2/22/2022,Printer,Office,South,7,3675,227.14,February,3447.86
10/30/2023,Monitor,Accessories,North,4,4740,833.27,October,3906.73
4/14/2024,Headphones,Accessories,East,4,1716,364.96,April,1351.04
2/7/2023,Printer,Office,South,7,3528,260.06,February,3267.94
6/22/2022,Camera,Electronics,South,3,777,71.72,June,705.28
4/29/2022,Camera,Electronics,East,4,3368,558.93,April,2809.07
10/11/2022,Tablet,Electronics,North,4,4240,251.46,October,3988.54
4/15/2022,Laptop,Electronics,South,3,3285,292.87,April,2992.13
1/14/2023,Smartphone,Electronics,South,6,4872,612.73,January,4259.27
8/24/2022,Smartphone,Electronics,East,9,2466,638.41,August,1827.59
10/26/2024,Tablet,Electronics,West,5,2465,497.19,October,1967.81
5/15/2023,Tablet,Electronics,North,3,612,40.15,May,571.85
10/25/2022,Tablet,Electronics,South,5,4170,658.98,October,3511.02
3/13/2023,Camera,Electronics,South,8,1088,160.33,March,927.67
7/30/2024,Keyboard,Accessories,West,2,1626,354.49,July,1271.51
11/6/2023,Smartphone,Electronics,North,6,6486,359.49,November,6126.51
12/14/2022,Monitor,Accessories,West,8,6968,1226.22,December,5741.78
1/3/2024,Smartphone,Electronics,North,1,357,82.86,January,274.14
2/17/2024,Laptop,Electronics,South,1,454,58.4,February,395.6
4/4/2024,Tablet,Electronics,East,3,3582,501.47,April,3080.53
6/25/2024,Tablet,Electronics,West,9,3762,484.75,June,3277.25
10/31/2024,Smartwatch,Electronics,South,9,6642,394.48,October,6247.52
9/25/2024,Monitor,Accessories,West,4,408,45.2,September,362.8
3/8/2024,Tablet,Electronics,West,1,105,25.26,March,79.74
5/4/2024,Tablet,Electronics,West,3,2682,584.69,May,2097.31
7/11/2022,Keyboard,Accessories,East,7,497,76.31,July,420.69
8/19/2022,Printer,Office,South,7,4823,420.58,August,4402.42
10/1/2024,Smartwatch,Electronics,North,8,4048,666.1,October,3381.9
10/19/2023,Printer,Office,South,7,2758,459.02,October,2298.98
12/23/2022,Smartphone,Electronics,North,8,4096,266.35,December,3829.65
10/11/2024,Printer,Office,North,8,7264,1318,October,5946
4/9/2022,Mouse,Accessories,East,6,4302,957.38,April,3344.62
3/3/2022,Printer,Office,North,7,3297,583.86,March,2713.14
1/27/2023,Printer,Office,North,5,5960,1139.78,January,4820.22
1/22/2024,Keyboard,Accessories,West,1,386,114.9,January,271.1
1/20/2022,Printer,Office,West,1,684,170.36,January,513.64
6/15/2022,Laptop,Electronics,South,3,1275,168.64,June,1106.36
5/18/2023,Mouse,Accessories,North,9,5949,368.51,May,5580.49
2/6/2023,Camera,Electronics,East,7,5159,755.22,February,4403.78
7/1/2022,Monitor,Accessories,North,4,1100,127.13,July,972.87
1/26/2024,Mouse,Accessories,South,2,290,50.23,January,239.77
